68,12,24
62,10,23	
50,13,26
67,11,23
61,11,24
49,7,20
46,7,22
54,11,22
55,12,24
59,10,22
76,9,20
63,9,21
81,0,9
56,2,17
52,16,30
57,13,27
50,-8,3
74,3,11
49,2,16
64,1,14
59,12,18
93,11,19
66,5,15
78,0,7
90,4,10
74,1,11
73,4,13
83,4,12 
67,1,12
72,-4,6
79,-9,4
53,-6,4
50,-9,5
56,-2,8
96,-11,-1
96,-14,-5
76,-13,-2
71,-5,5
83,-9,2
52,-12,1
98,-12,0
77,-14,-3
68,14,25
60,18,27
53,16,29
42,14,28
65,16,29
34,17,33
48,19,34
